id,course,year,yearOfEducation,marks
148,14,2021,1,8 10 10 10 7 10 9 10 10 10 10 6 10 10 9 10 10
148,15,2021,1,10 10 10 10 7 10 7 8 9 8 10 10 7 7 10 9 9 3 10
148,1,2022,2,10 10 8 8 10 10 9 10 7 10 10 9 10 10 6 10 10
148,2,2022,2,9 7 10 9 10 10 10 10 10 10 10 10 10
148,4,2022,2,10 10 10 10 10 10 10 10 10 10
148,5,2022,2,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
148,6,2022,2,10 10 10 10 10 10 10 10 10 10 10 10
148,7,2022,2,10 9 5 4 10 10 10 9 10 6 7 7 9
148,9,2022,2,6 8 5 5 8 4 6 10 10 10 4 6 9 5 5 7 10 10
148,10,2022,2,10 10 10 10 10 10 10 10 6 8 10 10 8 10 10 10 10
148,11,2022,2,10 10 10 6 4 10 10 6 8 10 10 7 10 4 9 4
148,12,2022,2,8 6 4 8 7 10 10 10 5 4 6 8 10 6 10 8 6
148,13,2022,2,9 8 4 10 10 6 6 7 7 10 10 9 6 10 7 10 7 10
148,14,2022,2,6 7 9 6 6 6 5 9 7 8 8 7
148,15,2022,2,8 10 8 10 10 10 10 10 10 6
148,1,2023,3,10 9 7 6 7 9 5 6 8 10 8 10 7 7 10 5 4 9
148,2,2023,3,7 8 4 7 10 10 7 10 10 7 10 7 10 6 10 10 5
148,4,2023,3,7 10 10 10 8 9 10 7 10 5
148,5,2023,3,9 5 10 9 10 6 9 10 10 6 8 10 8 8 8 9 8
148,6,2023,3,10 10 10 10 10 10 10 10 10 10 10 10 10
148,7,2023,3,8 10 10 10 10 10 8 7 10 5 8 10 9 10
148,9,2023,3,5 7 6 8 4 10 7 4 6 8 9 10 10
148,10,2023,3,8 10 10 9 6 10 10 7 10 10 10 9 6 7 8 10
148,11,2023,3,10 10 10 10 10 10 10 10 10 10 10 10 9 10
148,12,2023,3,7 10 10 10 10 10 10 4 10 10 10 10 10 10
148,13,2023,3,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
148,14,2023,3,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
148,15,2023,3,10 6 10 10 10 10 10 10 10 10 9 10 10 9 6
149,1,2019,1,5 6 8 6 7 8 6 6 7 5 6 8 10 3 8 6 8 3
149,2,2019,1,3 3 5 1 3 2 3 3 2 1 3 3 5 4 4
149,4,2019,1,10 9 10 8 10 10 10 10 8 9 9
149,5,2019,1,1 3 1 2 2 2 4 2 2 3
149,6,2019,1,2 3 2 2 3 4 4 5 3 10 5 2
149,7,2019,1,3 2 1 2 2 3 3 4 2 2 2
149,9,2019,1,5 6 5 5 5 1 7 3 5 7 6 6 4 4 3 7 8
149,10,2019,1,4 1 3 2 4 5 5 2 4 2 1 4 5 1 1
149,11,2019,1,10 6 10 10 9 10 9 8 10 10 10 10 10 10 9 10 7 10
149,12,2019,1,6 1 3 5 4 5 3 5 4 5 6 4 5 5 5 6 7
149,13,2019,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
149,14,2019,1,2 2 3 2 3 3 1 3 1 2 3 2 1
149,15,2019,1,3 2 4 4 4 5 2 1 6 2 3 3 3 1 2 2 5 1
149,1,2020,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
149,2,2020,1,8 10 8 8 10 2 7 7 10 9 8 8 9 5 8
149,4,2020,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
149,5,2020,1,10 10 10 8 10 6 10 10 9 9 10 10
149,6,2020,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
149,7,2020,1,10 6 6 8 10 10 10 8 10 6 9 10 10 7 10 10 10 10 8 8
149,9,2020,1,9 10 10 10 10 10 10 10 10 7 10 6 8 7 9 8
149,10,2020,1,9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
149,11,2020,1,10 1 9 5 7 9 9 8 10 10 10 10 10 10 6 10 8 6
149,12,2020,1,10 5 7 5 5 9 8 9 8 6 10 4
149,13,2020,1,10 7 10 7 10 6 10 5 9 9 10 6
149,14,2020,1,8 10 9 5 9 7 7 7 10 8 8 9 10 8 6 7
149,15,2020,1,10 10 10 9 10 10 10 10 10 10 10 10 10 10 10
149,1,2021,2,10 4 9 7 5 10 10 7 8 8 10
149,2,2021,2,10 10 10 10 10 10 10 10 10 10 10 10
149,4,2021,2,10 10 10 10 10 8 8 10 10 8 8 10
149,5,2021,2,10 10 9 4 8 9 5 10 6 8 5 3 7 4
149,6,2021,2,9 2 9 10 6 8 7 8 10 10 8 7 7 5 6 8 6 3 5 10
149,7,2021,2,10 10 10 10 10 5 10 9 10 10 10 4 10 9 7 10 5 10 10 7
149,9,2021,2,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
149,10,2021,2,10 10 10 10 10 10 10 10 10 10 10 10 10 10
149,11,2021,2,7 7 6 10 8 10 6 8 10 6 8 10
149,12,2021,2,10 10 6 10 10 10 9 10 6 10 8 9
149,13,2021,2,8 10 10 10 10 7 8 9 10 6 10 8 9 10 10 10 10 10 6
149,14,2021,2,9 7 8 10 10 4 10 8 5 5 10 9 9 10 8 4 10
149,15,2021,2,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
149,1,2022,3,10 8 10 7 6 10 10 10 10 10 10 10 10 10 10
149,2,2022,3,10 10 9 8 7 10 10 10 10 10 10 10 5 10
149,4,2022,3,10 10 10 10 10 10 10 10 10 10 10 10
149,5,2022,3,10 10 10 8 9 10 8 10 10 10 10 10 10 10
149,6,2022,3,7 10 6 7 9 10 10 9 10 7 7 10 9 10 5 10 10 6
149,7,2022,3,10 10 10 10 10 7 7 10 4 10 10 10 10 10
149,9,2022,3,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
149,10,2022,3,5 7 10 10 10 8 10 10 6 10 10
149,11,2022,3,10 10 6 9 10 10 10 10 10 10 10 9 10 10 10
149,12,2022,3,7 6 10 10 10 10 10 5 8 10 10 6 7 10
149,13,2022,3,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
149,14,2022,3,8 10 10 9 10 7 9 10 10 7 9 9 10 4 9 10 10 8 7 6
149,15,2022,3,4 8 6 9 8 8 4 8 9 9 6 7 9 10 4 5 7
149,1,2023,4,10 10 10 10 7 10 3 10 7 10 10 9 6 10 4 10
149,2,2023,4,10 8 7 8 10 10 7 7 10 9 6 9 5 10 10
149,4,2023,4,7 10 7 10 2 6 8 10 10 10 10 10
149,5,2023,4,6 9 5 7 8 9 10 8 6 8 10 10 10 9 7
149,6,2023,4,10 10 10 10 10 10 10 10 10 10 10
149,7,2023,4,8 10 10 10 7 10 10 8 6 10
149,9,2023,4,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
149,10,2023,4,7 10 10 10 10 9 6 10 10 5 10 10
149,11,2023,4,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
149,12,2023,4,8 10 9 8 7 6 7 6 9 8 9 9 4 8 5 10 8 7 7
149,13,2023,4,9 5 6 10 6 10 10 10 9 10 6 10 10 9 9
149,14,2023,4,10 9 10 9 10 10 10 10 8 10 8 6 10 10 9 10
149,15,2023,4,5 5 9 8 7 10 8 8 7 6 10 10 7 10 6 5 10 10 4
150,1,2021,1,10 10 10 10 10 10 10 10 10 10
150,2,2021,1,10 10 9 10 5 8 10 10 8 10 4 6 10 5 7 6
150,4,2021,1,7 9 6 8 10 3 6 6 5 8 9 7 6 9 6
150,5,2021,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
150,6,2021,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
150,7,2021,1,10 10 9 9 8 8 4 6 7 6 8 10 6 10 10 10 10 7 10 8
150,9,2021,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
150,10,2021,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
150,11,2021,1,10 9 4 8 6 10 8 6 7 5 10 9
150,12,2021,1,8 9 7 5 7 10 9 6 9 10 10 4
150,13,2021,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
150,14,2021,1,4 10 7 10 10 9 9 9 7 7 8 6 10 5 10 9 10 10 10 10
150,15,2021,1,10 10 10 10 6 10 8 9 10 10 10 9 9 10 9 10 10 8
150,1,2022,2,10 10 10 10 10 10 10 10 10 10 10 10 10
150,2,2022,2,10 10 10 10 10 10 10 10 10 10 10
150,4,2022,2,10 8 10 5 10 10 7 10 8 10 10 10 10 5 8
150,5,2022,2,10 10 10 10 10 10 10 10 10 10 10
150,6,2022,2,7 5 10 10 10 9 10 10 6 10 10 8
150,7,2022,2,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
150,9,2022,2,10 10 10 10 10 5 10 10 10 10 10 10 9 10 10 10
150,10,2022,2,7 8 6 6 10 10 5 7 8 10 5 4 10 7 5
150,11,2022,2,6 8 6 7 10 10 10 6 8 10 10 9 10 6 10
150,12,2022,2,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
150,13,2022,2,10 10 10 10 9 10 10 10 10 10
150,14,2022,2,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
150,15,2022,2,9 10 10 8 10 4 5 10 8 8 10 10 7 4 7 8 10 10
150,1,2023,3,1 1 1 2 1 1 1 1 2 1 1 1 1 1 2
150,2,2023,3,2 3 3 5 7 3 4 1 2 3 8 2 1 5 5 7 3 2 4 2
150,4,2023,3,7 6 4 4 3 8 5 5 4 5 7 3 7 3 3 6
150,5,2023,3,7 3 6 1 6 7 9 5 6 5 5 2 3 5 8 10
150,6,2023,3,6 7 8 10 10 10 6 5 10 7 10 9 10
150,7,2023,3,2 1 6 2 5 5 1 2 2 4 3 2 4
150,9,2023,3,5 6 3 4 4 3 5 2 6 3
150,10,2023,3,3 6 6 4 8 4 8 3 6 6 9
150,11,2023,3,10 6 8 7 4 5 7 4 10 10 5 8
150,12,2023,3,3 3 4 3 1 4 3 2 4 5 1 4 2
150,13,2023,3,1 5 5 3 3 6 1 7 4 2 3
150,14,2023,3,2 2 1 3 2 2 1 1 2 2 1 2 1 1 1 2 2 1 2
150,15,2023,3,6 6 9 10 6 7 4 4 10 8
151,1,2017,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
151,2,2017,1,6 10 10 10 6 10 10 10 10 10 7
151,4,2017,1,1 3 2 2 1 1 3 1 1 2 2 1 3 1 2
151,5,2017,1,9 7 8 7 7 8 10 10 7 9
151,6,2017,1,2 1 2 2 4 2 3 1 2 2 3
151,7,2017,1,2 3 1 1 1 1 1 1 2 3 1 2 1 2 2 1 1
151,9,2017,1,2 3 2 3 3 2 4 2 2 3
151,10,2017,1,6 7 4 5 6 7 6 9 8 7 6 5
151,11,2017,1,10 3 6 5 10 3 10 3 7 2 9 5 10 5 9 8 9 7 9
151,12,2017,1,4 4 2 3 4 2 6 4 5 5 6 3 5 7 3 10 4
151,13,2017,1,1 1 1 1 3 2 1 2 1 1 3 1 1 3 3 2 2
151,14,2017,1,6 3 6 3 1 4 3 5 3 3 2 3 2 2 2 2 1
151,15,2017,1,7 6 5 4 4 2 4 4 9 7
151,1,2018,1,9 8 10 10 10 10 9 9 10 6 8
151,2,2018,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
151,4,2018,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10
151,5,2018,1,8 5 10 8 9 8 8 5 6 7 4 10 8 7 3 6 9
151,6,2018,1,10 9 10 10 10 10 10 6 9 8 10 8 9 5 10 10
151,7,2018,1,10 10 10 7 7 10 5 9 10 10 8 9
151,9,2018,1,7 10 8 10 5 10 10 8 6 10
151,10,2018,1,10 10 10 10 10 10 10 10 10 10 10
151,11,2018,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
151,12,2018,1,6 10 3 10 7 6 8 10 5 8 8 4 7 5 10 10 4 10 10 7
151,13,2018,1,10 10 10 10 9 8 10 10 7 10 10
151,14,2018,1,8 7 10 10 8 10 7 10 10 10 10 10 7 9 5 10
151,15,2018,1,10 7 10 6 6 7 10 8 7 6 10 9
151,1,2019,2,8 7 10 10 10 10 10 10 10 8
151,2,2019,2,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
151,4,2019,2,10 10 6 7 4 6 10 6 4 10 6 8
151,5,2019,2,10 10 10 10 10 10 10 10 10 10 10 10 10 10
151,6,2019,2,10 10 10 10 10 10 10 10 10 10 10 10
151,7,2019,2,10 7 7 6 9 10 6 7 10 7 9 5 5 7 5 4
151,9,2019,2,10 10 10 9 10 10 10 8 9 9 9 9 9 10 10 10
151,10,2019,2,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
151,11,2019,2,6 6 6 8 10 9 10 10 8 4 10 10 4 10
151,12,2019,2,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
151,13,2019,2,8 10 10 10 8 8 10 10 9 10 10 10 10 10 10 9 10
151,14,2019,2,9 10 6 10 7 6 9 5 9 7 10 8 4 7
151,15,2019,2,9 8 6 9 3 6 6 8 9 10 9 10 10 9 10 8 10
151,1,2020,3,10 10 10 10 10 10 10 10 10 10 10 10 10
151,2,2020,3,10 7 10 10 9 10 7 7 10 10 7 7 10 4 9 7 4 8 10
151,4,2020,3,10 7 8 8 9 10 9 10 10 10 4 7 10 6 8 8 10 10 10
151,5,2020,3,7 9 9 8 7 7 9 6 6 9 6 6
151,6,2020,3,10 10 9 10 8 10 10 10 10 9 10 10 10 10 10 10 9
151,7,2020,3,10 10 8 7 6 7 10 5 9 7 9 10 9 10 4 5 5 3 9
151,9,2020,3,8 7 7 10 7 9 6 4 10 10 5 9 8 7 7 7 8 6 2
151,10,2020,3,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
151,11,2020,3,7 9 9 10 9 10 6 7 7 10 10 10
151,12,2020,3,10 10 10 7 10 10 10 9 9 10
151,13,2020,3,7 9 10 8 8 7 4 5 4 6 4 10 10 10 4 5 7 9 5 8
151,14,2020,3,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
151,15,2020,3,7 10 10 10 9 10 6 10 10 10 10
151,1,2021,4,10 10 10 6 5 10 10 9 5 4 9 8 10 10 4
151,2,2021,4,10 10 10 10 10 7 10 10 10 10 10 10 10
151,4,2021,4,10 8 9 7 10 10 10 5 7 10 10 8 10
151,5,2021,4,9 10 5 10 10 10 10 10 10 10 8 9 10 8 6 10 10 7 10 8
151,6,2021,4,10 7 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
151,7,2021,4,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
151,9,2021,4,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
151,10,2021,4,8 10 10 8 4 7 9 10 6 6 10
151,11,2021,4,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
151,12,2021,4,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
151,13,2021,4,10 10 10 10 10 10 10 10 10 10 10 10 10
151,14,2021,4,4 10 8 6 7 6 9 7 4 10 8
151,15,2021,4,9 10 8 10 10 10 9 10 9 10 10 8 10 9 9 10 10 10
151,1,2022,5,10 8 6 6 7 8 4 7 10 10 5 6 4
151,2,2022,5,7 10 10 9 10 7 10 10 10 7 7 9 10 6 10 8
151,4,2022,5,8 8 6 6 2 2 7 5 4 6 10 6 6 8 1 7 7
151,5,2022,5,9 8 7 9 8 10 7 5 8 7 10 6 7 7 7 7 7 4 8
151,6,2022,5,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
151,7,2022,5,5 4 3 3 1 5 5 3 7 6
151,9,2022,5,3 5 6 3 1 3 5 2 4 2 1 2 2 1 3 1 1 3 5 3
151,10,2022,5,5 4 6 6 3 7 3 4 10 8 5 4 6 6 5 8 2 4
151,11,2022,5,2 1 1 1 2 2 5 2 3 2 4 3
151,12,2022,5,3 4 5 3 4 3 3 3 2 5 1 7 3 5 6 5 5 5
151,13,2022,5,5 10 9 6 7 4 5 2 3 9 7 6 4 6 8 2 8 7 6
151,14,2022,5,3 2 3 2 2 3 7 2 4 1 3 1 2 1 1 2 4
151,15,2022,5,3 5 3 6 4 4 5 10 5 5 3 4 4 6 8 8 5 7 3 4
151,1,2023,5,10 10 10 10 10 10 10 8 10 8 10 10 8 10 10
151,2,2023,5,2 2 3 3 1 1 2 3 3 2 3 1 1 3 3 2 1 4
151,4,2023,5,5 3 2 6 3 5 4 3 1 4 3 2 5 4 5 6 3 3
151,5,2023,5,4 5 3 4 2 1 4 3 4 5 3 5 3 2
151,6,2023,5,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
151,7,2023,5,4 6 5 5 6 6 4 4 1 4 4 7 8 6 4 5
151,9,2023,5,2 7 3 3 5 2 4 4 5 2 2 2 3 2 2 3 1 5 5 2
151,10,2023,5,10 10 10 10 10 10 10 10 10 10 10 10 10
151,11,2023,5,2 5 1 1 2 2 3 4 3 4 2 6 1 4
151,12,2023,5,10 9 10 10 10 10 10 10 10 10 10 10 10
151,13,2023,5,10 10 7 10 10 10 10 10 10 10 10 10 10 10 5 10 10 10 9 9
151,14,2023,5,4 6 5 9 4 5 5 7 4 4 7 7 7 6 7 6
151,15,2023,5,10 10 10 10 8 10 8 8 8 7 10 10 10 5 8 7 5 10 10 8
152,1,2022,1,5 3 4 4 3 5 2 3 2 5 4 4 4 1 5
152,2,2022,1,5 4 3 4 5 2 4 7 4 2 4 7 2 5 6 3 8 7 4
152,4,2022,1,10 10 10 9 10 10 10 5 10 10 7 8 10 10 10 10 8
152,5,2022,1,4 4 4 6 4 4 2 5 3 7 9 2 6 6
152,6,2022,1,2 3 4 2 3 2 2 4 2 3 2 3 3 3 4
152,7,2022,1,10 10 10 10 10 10 10 10 10 10 10 10 10
152,9,2022,1,2 8 2 4 3 7 7 3 4 4 7
152,10,2022,1,9 10 10 8 8 7 6 10 9 5 10 7 9 10
152,11,2022,1,10 10 10 10 10 10 10 10 10 10 10 10 10
152,12,2022,1,2 3 2 1 1 3 2 1 1 3 3 3 1 2
152,13,2022,1,6 7 5 3 6 3 1 3 4 3 5 3 4 5 4
152,14,2022,1,9 10 6 2 5 6 6 3 6 7
152,15,2022,1,9 4 4 9 7 10 5 3 7 7 4 4 2 9
152,1,2023,1,10 8 10 10 10 7 10 8 9 10 10 10 8 8 10 9 8 10 10
152,2,2023,1,10 10 9 6 10 8 7 10 6 7 10 8
152,4,2023,1,8 10 10 7 7 10 7 7 10 10 6 4
152,5,2023,1,5 6 7 10 9 10 3 10 10 9
152,6,2023,1,8 10 9 10 10 8 10 7 10 9 10 8 10
152,7,2023,1,10 10 10 10 6 10 7 10 8 10 10 6 8
152,9,2023,1,10 9 8 10 8 5 5 7 10 9 10
152,10,2023,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
152,11,2023,1,8 9 7 9 10 6 6 10 8 6 9 5 5 10 6 10 8 10 6 8
152,12,2023,1,7 10 10 9 8 7 10 7 9 6 10 7 8 9 7 10 10 9 10 9
152,13,2023,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
152,14,2023,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
152,15,2023,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
153,1,2021,1,10 9 10 10 9 9 5 6 9 9 10 9 10 9 4 10
153,2,2021,1,9 10 10 10 6 10 10 10 8 9 6 8 10 5 5 7 9 8
153,4,2021,1,10 10 10 10 10 10 10 10 10 10 10
153,5,2021,1,10 9 10 10 9 10 9 10 10 10
153,6,2021,1,10 6 7 10 10 10 10 8 7 10 10 8 6 9 8 9 10
153,7,2021,1,7 6 6 7 9 7 7 3 8 7 8 6 10 6 8 10 3 10
153,9,2021,1,6 6 7 8 6 6 6 9 9 9 10 5 9 9
153,10,2021,1,7 7 10 8 9 9 10 6 10 9 10 10 6 8 5 10 10 4 4 6
153,11,2021,1,10 6 9 4 8 9 8 6 9 5 7 7 8 7 10 10 5 10 10 6
153,12,2021,1,10 10 10 10 10 10 10 10 10 10 10 10
153,13,2021,1,7 9 10 9 7 9 5 7 10 8
153,14,2021,1,10 10 9 10 10 10 10 10 10 10 10 10 8 9 9 10 10 10 10
153,15,2021,1,3 7 4 7 10 8 6 8 8 10 8 9 6
153,1,2022,2,6 8 10 8 10 10 10 10 10 8
153,2,2022,2,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
153,4,2022,2,9 10 10 10 10 7 10 8 7 7 10 9
153,5,2022,2,10 10 10 7 10 10 10 7 8 10 10 10 9 10 10 7 7
153,6,2022,2,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
153,7,2022,2,7 6 8 5 8 9 7 5 10 6 9 6
153,9,2022,2,10 10 10 10 10 5 9 9 10 9 10 10 10 10
153,10,2022,2,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
153,11,2022,2,5 8 6 6 9 10 8 10 4 8 10 10 8 9 10 9 7 10 7
153,12,2022,2,6 9 8 6 10 10 9 10 10 10 10 9
153,13,2022,2,10 10 10 10 10 10 10 10 10 10 10 10 10
153,14,2022,2,10 10 10 10 10 10 10 10 10 10 10 7 9 10 6 10 10 10 9
153,15,2022,2,9 6 8 10 4 10 8 8 10 6 6 8 6 7 8
153,1,2023,3,10 10 10 10 10 10 10 10 10 9
153,2,2023,3,10 10 10 10 8 10 10 10 9 10 9 10 10 10 7 10 10 10
153,4,2023,3,10 3 7 8 9 6 6 10 9 10 10 10 6 9 6 9
153,5,2023,3,10 10 10 10 10 10 10 10 10 10 10 10 10 10
153,6,2023,3,8 9 10 9 10 10 10 6 7 10 10 9
153,7,2023,3,10 10 10 10 10 10 10 10 10 10 10
153,9,2023,3,8 10 8 10 10 10 10 5 10 10 8 10 10 10
153,10,2023,3,10 10 10 10 10 10 10 10 10 10 10 8 10 10 10 10 10 10 10 10
153,11,2023,3,10 10 10 10 10 10 10 9 10 10 10 8 10 10 10 10 10 10 10 7
153,12,2023,3,8 9 7 10 10 6 7 7 4 10 6 8 5 6 7 8 7 7 5
153,13,2023,3,3 5 6 7 10 5 7 9 8 10 9 8 7 10 10
153,14,2023,3,7 5 8 6 10 9 7 6 5 6 6 10 7 10 9 6
153,15,2023,3,10 10 10 10 10 10 10 10 10 10 10
154,1,2018,1,8 7 6 10 10 7 9 10 10 6 8
154,2,2018,1,8 5 6 10 7 9 10 3 10 6
154,4,2018,1,10 10 10 10 10 10 8 10 10 10 8
154,5,2018,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10
154,6,2018,1,10 10 7 10 10 10 10 8 10 10 10 8 10
154,7,2018,1,4 7 7 8 7 10 6 8 5 7 7 10 8 10 8 6 7 7 10 10
154,9,2018,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10
154,10,2018,1,10 10 10 10 10 10 10 10 10 10 10
154,11,2018,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
154,12,2018,1,10 5 6 9 10 10 10 4 4 8 10 9 4 10 4 10 10 6 9 10
154,13,2018,1,10 10 10 10 10 10 10 10 10 10 10 10 10 10
154,14,2018,1,8 8 10 5 10 10 5 6 10 6 10 8 9 9
154,15,2018,1,9 10 8 6 10 9 10 7 7 7 4 7
154,1,2019,2,10 10 10 10 10 10 10 9 10 10 10 10 10 10 8 8 10 10
154,2,2019,2,10 7 10 10 5 3 8 10 10 6 7 9 6
154,4,2019,2,6 10 10 6 8 8 6 8 5 6 5 8 7
154,5,2019,2,10 8 7 10 6 6 3 6 6 9 9 10 9 6 4 6 6
154,6,2019,2,9 10 10 5 7 9 10 6 5 10 10 9 6 6
154,7,2019,2,5 7 4 6 8 7 10 6 10 7 10 9 8 9 7 10 7
154,9,2019,2,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
154,10,2019,2,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
154,11,2019,2,10 9 6 10 10 8 10 10 7 8 10 10 6
154,12,2019,2,10 10 10 10 5 10 10 9 6 6 10 10 10 10 10 6 6 10 6
154,13,2019,2,4 8 5 9 10 8 10 5 9 4 6 10 5 5 7
154,14,2019,2,7 10 10 10 8 10 10 10 10 8 10 8 10 10 10 10
154,15,2019,2,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
154,1,2020,3,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
154,2,2020,3,8 10 10 10 9 10 5 10 8 6 6 5 4 8 7 6 9 10 8 5
154,4,2020,3,7 7 3 10 8 5 7 9 5 9 6 9 10 7 6 10 4 8
154,5,2020,3,4 10 5 10 6 10 8 8 6 10 8 9 10 10 8
154,6,2020,3,10 10 10 10 10 10 10 10 10 10 10
154,7,2020,3,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
154,9,2020,3,8 10 10 10 10 10 9 10 10 9 10 7 9 8 10
154,10,2020,3,10 10 7 10 10 6 10 4 10 6 6 10
154,11,2020,3,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
154,12,2020,3,6 8 10 10 8 4 4 7 7 10 6 10 4 10 5 10 4
154,13,2020,3,10 10 9 10 10 10 10 10 10 10 10 10 10 10
154,14,2020,3,7 9 5 7 10 10 9 8 10 10 5 10 10 4 5 1 8
154,15,2020,3,10 10 10 10 10 10 10 10 10 10 10
154,1,2021,4,10 10 10 10 10 10 10 10 10 10 10
154,2,2021,4,10 10 9 8 8 10 6 10 10 6 6 8 10 9 9
154,4,2021,4,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
154,5,2021,4,10 10 10 10 10 10 10 10 10 10 10
154,6,2021,4,8 7 5 6 3 9 7 9 8 6 7 7 7 7 6 10 7
154,7,2021,4,9 6 10 6 7 8 10 10 9 6 5 5 8 5 9
154,9,2021,4,10 10 10 10 5 8 10 10 10 10 7 5
154,10,2021,4,10 10 10 10 10 10 10 10 10 10 10 10 10 10
154,11,2021,4,8 10 7 10 9 7 9 9 4 8 7
154,12,2021,4,10 9 9 10 8 10 10 8 10 10 10 10 10
154,13,2021,4,8 10 10 10 8 10 9 10 8 10 10 10 6 10 10 5
154,14,2021,4,10 10 10 10 10 10 9 10 10 10 8 10
154,15,2021,4,4 10 4 5 5 10 8 10 5 10 10 9 10 5 9 5 9 9
154,1,2022,5,10 5 9 4 6 9 8 6 8 10 6 9
154,2,2022,5,6 7 7 3 1 4 4 3 4 1 4 4 5 5 3 4 3
154,4,2022,5,6 9 10 10 9 10 10 8 10 10 10 6 10 10 10 8 10 10 10 10
154,5,2022,5,3 2 3 1 4 2 6 2 2 4 2 3 1 5 1 1 2 3 3 4
154,6,2022,5,5 3 4 5 5 5 4 2 3 3 4 5 4 3 3 7 5
154,7,2022,5,10 8 6 6 2 6 8 7 10 7 6 5 10 10 9 5 8 5
154,9,2022,5,2 1 2 2 2 6 2 2 3 2 3 1 2 4 3 2 6
154,10,2022,5,9 9 10 7 5 10 10 6 10 6 6 5 6 8 5 9 8 10
154,11,2022,5,8 9 10 7 10 9 10 6 6 10 10 10 7
154,12,2022,5,4 6 8 6 7 3 6 5 8 6 7 5 4 7 8 5
154,13,2022,5,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
154,14,2022,5,1 6 3 5 2 4 3 1 3 2 3 4 4 4
154,15,2022,5,4 2 2 3 3 5 4 2 4 6 5 7 2 5 6 5 6 1 4
154,1,2023,5,9 6 8 7 5 8 7 5 6 10
154,2,2023,5,10 10 10 10 10 10 10 10 10 10
154,4,2023,5,9 6 8 6 7 10 10 5 5 7 10 10 9 10 8 4 8 8 5
